,Pst,Rate
0,0.1,0.17602996254681713
1,0.11,0.7528089887640448
2,0.12,1.3745318352059925
3,0.13,4.262172284644194
4,0.13999999999999999,3.8164794007490634
5,0.14999999999999997,6.258426966292134
6,0.15999999999999998,8.232209737827716
7,0.16999999999999998,9.067415730337078
8,0.17999999999999997,11.99625468164794
9,0.18999999999999995,15.10112359550562
10,0.19999999999999996,19.284644194756556
11,0.20999999999999996,24.146067415730336
12,0.21999999999999995,28.91254752851711
13,0.22999999999999995,40.13899613899614
14,0.23999999999999994,45.285714285714285
15,0.24999999999999992,61.02247191011236
16,0.2599999999999999,70.61943319838056
17,0.2699999999999999,108.67680608365019
18,0.2799999999999999,133.455223880597
19,0.2899999999999999,176.79924242424244
20,0.29999999999999993,222.546875
21,0.30999999999999994,264.91015625
22,0.3199999999999999,331.58273381294964
23,0.32999999999999985,398.78723404255317
24,0.33999999999999986,437.7083333333333
25,0.34999999999999987,489.71610169491527
26,0.3599999999999999,552.6919642857143
27,0.3699999999999999,595.9344262295082
28,0.3799999999999999,629.3842592592592
29,0.3899999999999999,673.25
30,0.3999999999999998,702.3737373737374
