,Pst,Rate
0,0.1,0.0
1,0.11,1.6888888888888882
2,0.12,1.5130111524163574
3,0.13,2.9296296296296305
4,0.13999999999999999,5.644444444444444
5,0.14999999999999997,5.985185185185186
6,0.15999999999999998,1.833333333333334
7,0.16999999999999998,8.899999999999999
8,0.17999999999999997,11.769516728624534
9,0.18999999999999995,12.911111111111111
10,0.19999999999999996,19.51851851851852
11,0.20999999999999996,21.037037037037038
12,0.21999999999999995,27.509293680297397
13,0.22999999999999995,32.01111111111111
14,0.23999999999999994,35.2639405204461
15,0.24999999999999992,45.99626865671642
16,0.2599999999999999,36.64102564102564
17,0.2699999999999999,61.28464419475655
18,0.2799999999999999,90.53007518796993
19,0.2899999999999999,112.42105263157895
20,0.29999999999999993,125.7125748502994
21,0.30999999999999994,167.78846153846155
22,0.3199999999999999,187.29357798165137
23,0.32999999999999985,269.05970149253733
24,0.33999999999999986,355.0851851851852
25,0.34999999999999987,421.0407407407407
26,0.3599999999999999,483.9185185185185
27,0.3699999999999999,576.8481481481482
28,0.3799999999999999,674.2148148148148
29,0.3899999999999999,722.1666666666666
30,0.3999999999999998,801.9777777777778
