,Pst,Rate
0,0.1,0.0
1,0.11,0.0
2,0.12,12.0
3,0.13,2.5814814814814806
4,0.13999999999999999,13.0
5,0.14999999999999997,6.166666666666668
6,0.15999999999999998,5.84375
7,0.16999999999999998,13.0
8,0.17999999999999997,9.724770642201836
9,0.18999999999999995,14.082089552238806
10,0.19999999999999996,3.0
11,0.20999999999999996,23.166666666666664
12,0.21999999999999995,23.556338028169016
13,0.22999999999999995,28.23809523809524
14,0.23999999999999994,30.703703703703702
15,0.24999999999999992,50.729166666666664
16,0.2599999999999999,52.6
17,0.2699999999999999,80.47368421052632
18,0.2799999999999999,93.92857142857143
19,0.2899999999999999,113.11827956989248
20,0.29999999999999993,137.0
21,0.30999999999999994,187.36065573770492
22,0.3199999999999999,214.35185185185185
23,0.32999999999999985,277.9
24,0.33999999999999986,331.23333333333335
25,0.34999999999999987,416.27777777777777
26,0.3599999999999999,482.1111111111111
27,0.3699999999999999,560.9333333333333
28,0.3799999999999999,664.1444444444444
29,0.3899999999999999,739.7888888888889
30,0.3999999999999998,784.9776951672862
