,Pst,Rate
0,0.1,0.0
1,0.11,0.0
2,0.12,0.0
3,0.13,1.8884758364312262
4,0.13999999999999999,0.75
5,0.14999999999999997,0.0
6,0.15999999999999998,9.0
7,0.16999999999999998,9.16728624535316
8,0.17999999999999997,10.850000000000001
9,0.18999999999999995,15.170731707317074
10,0.19999999999999996,20.055555555555557
11,0.20999999999999996,16.692307692307693
12,0.21999999999999995,27.75
13,0.22999999999999995,43.5
14,0.23999999999999994,39.39393939393939
15,0.24999999999999992,37.36842105263158
16,0.2599999999999999,57.58823529411765
17,0.2699999999999999,57.260663507109
18,0.2799999999999999,73.03571428571429
19,0.2899999999999999,39.0
20,0.29999999999999993,99.64285714285714
21,0.30999999999999994,137.0909090909091
22,0.3199999999999999,151.82417582417582
23,0.32999999999999985,190.91860465116278
24,0.33999999999999986,218.8125
25,0.34999999999999987,257.7925925925926
26,0.3599999999999999,308.8157894736842
27,0.3699999999999999,338.56296296296296
28,0.3799999999999999,377.76771653543307
29,0.3899999999999999,425.92962962962963
30,0.3999999999999998,442.2518518518518
