,Pst,Rate
0,0.1,0.0
1,0.11,0.8014981273408246
2,0.12,1.8651685393258433
3,0.13,2.752808988764045
4,0.13999999999999999,3.891385767790263
5,0.14999999999999997,7.319066147859921
6,0.15999999999999998,10.014981273408239
7,0.16999999999999998,11.536842105263158
8,0.17999999999999997,13.471482889733839
9,0.18999999999999995,17.285714285714285
10,0.19999999999999996,31.857142857142854
11,0.20999999999999996,47.333333333333336
12,0.21999999999999995,41.86153846153846
13,0.22999999999999995,47.871212121212125
14,0.23999999999999994,75.07421875
15,0.24999999999999992,95.11111111111111
16,0.2599999999999999,182.28125
17,0.2699999999999999,204.53070175438597
18,0.2799999999999999,279.5991379310345
19,0.2899999999999999,369.75
20,0.29999999999999993,428.9818181818182
21,0.30999999999999994,572.516129032258
22,0.3199999999999999,637.2302158273382
23,0.32999999999999985,717.4333333333333
24,0.33999999999999986,789.7709923664122
25,0.34999999999999987,841.85625
26,0.3599999999999999,896.7659574468086
27,0.3699999999999999,944.2993197278912
28,0.3799999999999999,1003.7007874015748
29,0.3899999999999999,1045.762962962963
30,0.3999999999999998,1074.080357142857
